r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.8302273933294094,0.8185189376969549,2.5675156800781123,70.90836053801262,6.8089546847873556e-12,2,-74.00503253563133,156.01006507126266,161.87300868246157,191.1719662559622,29,32
