cyl,term,estimate,std.error,statistic,p.value
6,(Intercept),28.408844513195472,4.184368788405594,6.789278371426802,0.00105484419097406
6,wt,-2.7801059391552854,1.3349172971839438,-2.0826053756438836,0.09175766017203653
4,(Intercept),39.571196013037664,4.346582028926928,9.103980035275416,7.771511069383137e-6
4,wt,-5.647025261242264,1.8501185293224645,-3.052250529759448,0.013742781986740744
8,(Intercept),23.86802907599952,3.0054618599288467,7.941551145341963,4.052705415033203e-6
8,wt,-2.1924379264497182,0.7392393359081013,-2.9658025756387394,0.011792809756512188
